year,title,clean_test,binary,intgross_2013
2001,Monsoon Wedding,ok,PASS,35561527
2001,"Monsters, Inc.",notalk,FAIL,736554932
2001,Moulin Rouge!,ok,PASS,235816959
2001,Mulholland Dr.,ok,PASS,15684329
2001,Nowhere in Africa,ok,PASS,8123355
2001,Ocean&#39;s Eleven,notalk,FAIL,593089313
2001,Osmosis Jones,dubious,FAIL,17891440
2001,Pearl Harbor,men,FAIL,591130447
2001,Save the Last Dance,ok,PASS,173215693
2001,Shallow Hal,ok,PASS,93209654
2001,Shaolin Soccer,nowomen,FAIL,56286669
2001,Shrek,notalk,FAIL,647149877
2001,Someone Like You...,ok,PASS,50903377
2001,Spy Kids,ok,PASS,260132301
2001,Super Troopers,notalk,FAIL,30325173
2001,The Fast and the Furious,notalk,FAIL,271738388
2001,The Glass House,ok,PASS,30082587
2001,The Legend of Suriyothai,ok,PASS,597730
2001,The Lord of the Rings: The Fellowship of the Ring,notalk,FAIL,1167441808
2001,The Majestic,notalk,FAIL,49089389
2001,The One,nowomen,FAIL,57773198
2001,The Others,ok,PASS,276257960
2001,The Princess Diaries,ok,PASS,217555094
2001,The Royal Tenenbaums,ok,PASS,93992029
2001,The Wedding Planner,ok,PASS,124648152
2001,Thir13en Ghosts,notalk,FAIL,90093288
2001,Training Day,notalk,FAIL,137512958
2001,Valentine,men,FAIL,26822383
2001,Vanilla Sky,notalk,FAIL,266756984
2001,Zoolander,ok,PASS,79978408
2000,28 Days,ok,PASS,83966868
2000,Almost Famous,ok,PASS,64088881
2000,American Psycho,notalk,FAIL,38793859
2000,Beautiful Creatures,ok,PASS,75682603
2000,Best in Show,ok,PASS,27998998
2000,Billy Elliot,ok,PASS,147846184
2000,Boiler Room,notalk,FAIL,38928095
2000,Bring It On,ok,PASS,122375366
2000,Cast Away,notalk,FAIL,578003746
2000,Cecil B. Demented,ok,PASS,2643423
2000,Center Stage,ok,PASS,23271276
2000,Charlie&#39;s Angels,ok,PASS,351399133
2000,Chicken Run,ok,PASS,308184297
2000,Chocolat,ok,PASS,206318992
2000,Coyote Ugly,men,FAIL,156648214
2000,Dancer in the Dark,ok,PASS,61635111
2000,"Dude, Where&#39;s My Car",men,FAIL,99006237
2000,Dune,ok,PASS,37133914
2000,Erin Brockovich,ok,PASS,348786874
2000,Final Destination,notalk,FAIL,151575620
2000,Gladiator,nowomen,FAIL,619204256
2000,Gone in Sixty Seconds,notalk,FAIL,314744675
2000,High Fidelity,men,FAIL,64779503
2000,Hollow Man,ok,PASS,258676083
2000,Little Nicky,notalk,FAIL,78834500
2000,Love &amp; Basketball,ok,PASS,37488584
2000,Meet the Parents,men,FAIL,412095756
2000,Memento,notalk,FAIL,53741710
2000,Miss Congeniality,ok,PASS,288738993
2000,Mission to Mars,notalk,FAIL,143408288
2000,"O Brother, Where Art Thou?",nowomen,FAIL,102501499
2000,Pitch Black,ok,PASS,71950493
2000,Pokemon: The Movie 2000,men,FAIL,181217915
2000,Red Planet,nowomen,FAIL,45273684
2000,Remember the Titans,notalk,FAIL,184951617
2000,Requiem for a Dream,ok,PASS,9998139
2000,Return to Me,dubious,FAIL,44189098
2000,Romeo Must Die,nowomen,FAIL,123164396
2000,Rugrats in Paris:,ok,PASS,139734889
2000,Saving Grace,ok,PASS,37593061
2000,Scream 3,ok,PASS,218952089
2000,Sexy Beast,men,FAIL,13738212
2000,Shanghai Noon,notalk,FAIL,96313324
2000,Snatch.,nowomen,FAIL,113093815
2000,Songcatcher,ok,PASS,4127634
2000,The Beach,notalk,FAIL,53816800
2000,The Cell,men,FAIL,116230018
2000,The Emperor&#39;s New Groove,ok,PASS,229042753
2000,The Gift,dubious,FAIL,60295888
2000,The Patriot,dubious,FAIL,291281175
2000,The Road to El Dorado,nowomen,FAIL,88886081
2000,The Way of the Gun,men,FAIL,17671601
2000,The Whole Nine Yards,ok,PASS,115711368
2000,Thirteen days,notalk,FAIL,90042204
2000,Titan A.E.,ok,PASS,49722060
2000,Unbreakable,nowomen,FAIL,335655410
2000,Urbania,notalk,FAIL,1396303
2000,Vertical Limit,notalk,FAIL,288845939
2000,What Lies Beneath,ok,PASS,390576517
2000,What Women Want,notalk,FAIL,503417209
2000,Where the Heart Is,ok,PASS,55282615
2000,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",ok,PASS,288440067
2000,X-Men,notalk,FAIL,400920487
1999,10 Things I Hate About You,ok,PASS,84486720
1999,8MM,notalk,FAIL,134810098
1999,American Beauty,ok,PASS,498213351
1999,American Pie,men,FAIL,328251410
1999,Analyze This,notalk,FAIL,247367876
1999,Anna and the King,men,FAIL,54891212
1999,Anywhere But Here,dubious,FAIL,26086372
1999,Austin Powers: The Spy Who Shagged Me,notalk,FAIL,433988407
1999,Being John Malkovich,ok,PASS,45285530
1999,Black and White,ok,PASS,7329780
1999,Blue Streak,notalk,FAIL,164246788
1999,Boys Don&#39;t Cry,ok,PASS,29005501
1999,But I&#39;m a Cheerleader,ok,PASS,3676824
1999,Carrie 2: The Rage,ok,PASS,24837027
1999,Cruel Intentions,ok,PASS,106008618
1999,Dick,ok,PASS,8777963
1999,Dogma,dubious,FAIL,61460819
1999,Drop Dead Gorgeous,ok,PASS,14783713
1999,Election,ok,PASS,24057538
1999,Eyes Wide Shut,ok,PASS,120627912
1999,Fight Club,notalk,FAIL,141040144
1999,Flawless,notalk,FAIL,6272780
1999,For Love of the Game,men,FAIL,64486776
1999,Galaxy Quest,notalk,FAIL,126593993
1999,"Girl, Interrupted",ok,PASS,40375263
1999,Go!,ok,PASS,39693164
1999,Jawbreaker,ok,PASS,4302816
1999,Magnolia,notalk,FAIL,67751013
1999,Muppets From Space,ok,PASS,22801624
1999,Mystery Men,nowomen,FAIL,46795352
1999,Notting Hill,ok,PASS,508660113
1999,Office Space,notalk,FAIL,17939209
1999,Payback,notalk,FAIL,226027993
1999,Pocket Monsters: Mewtwo Strikes Back!,notalk,FAIL,228850846
1999,Ravenous,notalk,FAIL,2884196
1999,Sleepy Hollow,ok,PASS,289577211
1999,South Park: Bigger Longer &amp; Uncut,dubious,FAIL,72772612
1999,Star Wars: Episode I - The Phantom Menace,ok,PASS,1408313741
1999,Stuart Little,notalk,FAIL,417860454
1999,Tarzan,men,FAIL,626779240
1999,The 13th Warrior,dubious,FAIL,86283567
1999,The Blair Witch Project,ok,PASS,347238122
1999,The Boondock Saints,nowomen,FAIL,575990
1999,The Green Mile,notalk,FAIL,406534833
1999,The Haunting,ok,PASS,251987342
1999,The Iron Giant,nowomen,FAIL,43819293
1999,The Matrix,ok,PASS,643684004
1999,The Mummy,notalk,FAIL,582299294
1999,The Sixth Sense,dubious,FAIL,940894052
1999,The Talented Mr. Ripley,dubious,FAIL,180110910
1999,Three to Tango,notalk,FAIL,14782268
1999,Topsy-Turvy,ok,PASS,8672922
1999,Toy Story 2,notalk,FAIL,715115132
1999,Virus,dubious,FAIL,42830263
1999,Wild Wild West,men,FAIL,309380824
1999,Wing Commander,men,FAIL,16191424
1998,54,notalk,FAIL,23948203
1998,A Bug&#39;s Life,ok,PASS,518911253
1998,American History X,men,FAIL,9603575
1998,Armageddon,notalk,FAIL,792596781
1998,Beloved,ok,PASS,32659228
1998,Blade,notalk,FAIL,187556021
1998,Bride of Chucky,notalk,FAIL,72445844
1998,Buffalo &#39;66,notalk,FAIL,3402201
1998,Dark City,notalk,FAIL,38953947
1998,Deep Impact,ok,PASS,499431243
1998,Disturbing Behavior,notalk,FAIL,25020345
1998,Elizabeth,ok,PASS,117404137
1998,Enemy of the State,notalk,FAIL,358211780
1998,Ever After,ok,PASS,93902242
1998,Fear and Loathing in Las Vegas,notalk,FAIL,19596124
1998,Festen (The Celebration),dubious,FAIL,2354896
1998,Get Real,men,FAIL,1646948
1998,Godzilla,dubious,FAIL,537353750
1998,Halloween H20: 20 Years Later,ok,PASS,78661926
1998,Happiness,ok,PASS,8212442
1998,Hope Floats,ok,PASS,116515728
1998,Little Voice,ok,PASS,31136839
1998,"Lock, Stock and Two Smoking Barrels",notalk,FAIL,40524745
1998,Lost in Space,ok,PASS,194429617
1998,Mercury Rising,notalk,FAIL,47137546
1998,Mulan,dubious,FAIL,433741657
1998,Out of Sight,men,FAIL,110847172
1998,Pi,men,FAIL,6686214
1998,Practical Magic,ok,PASS,97662611
1998,Primary Colors,ok,PASS,55761862
1998,Quest for Camelot,ok,PASS,54553553
1998,Rounders,notalk,FAIL,32758425
1998,Run Lola Run,notalk,FAIL,20769827
1998,Rush Hour,ok,PASS,350566156
1998,Rushmore,notalk,FAIL,27268466
1998,Safe Men,nowomen,FAIL,30312
1998,Saving Private Ryan,nowomen,FAIL,693179313
1998,Shakespeare in Love,ok,PASS,399442481
1998,Six Days Seven Nights,notalk,FAIL,235521005
1998,Sliding Doors,ok,PASS,84046055
1998,Slums of Beverly Hills,ok,PASS,7864191
1998,Small Soldiers,notalk,FAIL,102531416
1998,Smoke Signals,ok,PASS,11085232
1998,Sphere,notalk,FAIL,71697130
1998,Star Trek: Insurrection,ok,PASS,168351786
1998,Stepmom,ok,PASS,228297140
1998,The Avengers,ok,PASS,69434988
1998,The Big Lebowski,notalk,FAIL,66011004
1998,The Faculty,dubious,FAIL,57570196
1998,The Man in the Iron Mask,notalk,FAIL,81415051
1998,The Mask of Zorro,notalk,FAIL,333988221
1998,The Negotiator,notalk,FAIL,70178637
1998,The Prince of Egypt,notalk,FAIL,312408324
1998,The Proposition,men,FAIL,7593849
1998,The Thin Red Line,notalk,FAIL,52021118
1998,The Truman Show,notalk,FAIL,354996466
1998,There&#39;s Something About Mary,ok,PASS,514630544
1998,Urban Legend,ok,PASS,103714796
1998,Vampires (John Carpenter&#39;s),nowomen,FAIL,28966833
1998,Velvet Goldmine,men,FAIL,6948401
1998,Wild Things,men,FAIL,79426456
1998,You&#39;ve Got Mail,ok,PASS,358426384
1997,A Simple Wish,ok,PASS,11849668
1997,Air Bud,notalk,FAIL,40327947
1997,Air Force One,notalk,FAIL,457529453
1997,Alien: Resurrection,ok,PASS,233213967
1997,Anastasia,ok,PASS,202885136
1997,As Good as It Gets,ok,PASS,455851198
1997,Austin Powers: International Man of Mystery,men,FAIL,98225585
1997,Batman &amp; Robin,men,FAIL,345855898
1997,Boogie Nights,dubious,FAIL,62565379
1997,Cats Don&#39;t Dance,ok,PASS,5207916
1997,Chasing Amy,ok,PASS,21993652
1997,Cinderella,ok,PASS,123355241
1997,Clockwatchers,ok,PASS,783612
1997,Con Air,notalk,FAIL,325247966
1997,Conspiracy Theory,men,FAIL,207213175
1997,Contact,ok,PASS,240760405
1997,Eve&#39;s Bayou,ok,PASS,21541344
1997,Event Horizon,ok,PASS,38709226
1997,Fever Pitch,ok,PASS,72665044
1997,Flubber,men,FAIL,258311390
1997,G.I. Jane,ok,PASS,69904916
1997,Gattaca,notalk,FAIL,18188044
1997,George of the Jungle,ok,PASS,253187730
1997,Good Will Hunting,nowomen,FAIL,327883215
1997,Grosse Pointe Blank,ok,PASS,45090566
1997,Hercules,ok,PASS,363825398
1997,I Know What You Did Last Summer,ok,PASS,181767707
1997,In the Company of Men,notalk,FAIL,4184879
1997,Jackie Brown,ok,PASS,108447385
1997,Kiss the Girls,men,FAIL,87840357
1997,L.A. Confidential,notalk,FAIL,160514159
1997,Liar Liar,notalk,FAIL,439305185
1997,Men in Black,notalk,FAIL,853024040
1997,Mononoke-hime,ok,PASS,218193652
1997,Mortal Kombat: Annihilation,ok,PASS,74488288
1997,Must love Dogs,men,FAIL,85470471
1997,My Best Friend&#39;s Wedding,men,FAIL,433809062
1997,Orgazmo,notalk,FAIL,910343
1997,Scream 2,ok,PASS,147102287
1997,Selena,ok,PASS,51446556
1997,Smilla&#39;s Sense of Snow,ok,PASS,3224642
1997,Spawn,ok,PASS,127636188
1997,Starship Troopers,ok,PASS,175744937
1997,The Devil&#39;s Advocate,ok,PASS,222050207
1997,The Fifth Element,notalk,FAIL,382981741
1997,The Game,notalk,FAIL,70044851
1997,The Lost World: Jurassic Park,dubious,FAIL,1141669701
1997,The Peacemaker,dubious,FAIL,91380645
1997,The Postman,notalk,FAIL,25615375
1997,Titanic,ok,PASS,3171930973
1997,Volcano,ok,PASS,174293699
1996,August,dubious,FAIL,18767
1996,Bound,ok,PASS,10412962
1996,Broken Arrow,nowomen,FAIL,220318272
1996,Chain Reaction,notalk,FAIL,89420791
1996,DragonHeart,men,FAIL,154998762
1996,Emma,ok,PASS,56186252
1996,Escape from L.A.,notalk,FAIL,37763082
1996,Eye for an Eye,ok,PASS,39791578
1996,Fargo,ok,PASS,76047227
1996,Freeway,ok,PASS,438856
1996,From Dusk Till Dawn,notalk,FAIL,38211750
1996,Hamlet,notalk,FAIL,3593608
1996,Harriet the Spy,ok,PASS,39460903
1996,Independence Day,ok,PASS,1213975115
1996,Jingle All the Way,notalk,FAIL,192822510
1996,Kingpin,notalk,FAIL,47857099
1996,Love and Other Catastrophes,ok,PASS,1103798
1996,Mars Attacks!,ok,PASS,150552679
1996,Mission: Impossible,notalk,FAIL,679757008
1996,Romeo + Juliet,dubious,FAIL,219124769
1996,Scream,ok,PASS,257002834
1996,Secrets &amp; Lies,ok,PASS,19926891
1996,Set It Off,ok,PASS,53538871
1996,Space Jam,notalk,FAIL,371588265
1996,Spy Hard,notalk,FAIL,40004796
1996,Star Trek: First Contact,ok,PASS,222774739
1996,Striptease,dubious,FAIL,168283656
1996,That Thing You Do!,ok,PASS,51323462
1996,The Cable Guy,notalk,FAIL,152713266
1996,The Craft,ok,PASS,82678338
1996,The English Patient,ok,PASS,344137032
1996,The Fan,notalk,FAIL,27598768
1996,The First Wives Club,ok,PASS,269541399
1996,The Glimmer Man,notalk,FAIL,54067193
1996,The Hunchback of Notre Dame,notalk,FAIL,483421183
1996,The Long Kiss Goodnight,notalk,FAIL,49675220
1996,The Mirror Has Two Faces,ok,PASS,61288998
1996,The Rock,notalk,FAIL,499118651
1996,Trainspotting,men,FAIL,35645124
1996,Twister,ok,PASS,736493287
1996,Walking and Talking,ok,PASS,2399710
1996,When the Cat&#39;s Away,ok,PASS,3751503
1995,Apollo 13,ok,PASS,510765217
1995,Assassins,notalk,FAIL,127356911
1995,Batman Forever,notalk,FAIL,514478842
1995,Before Sunrise,nowomen,FAIL,8062791
1995,Braveheart,men,FAIL,319514907
1995,Casino,men,FAIL,168777252
1995,Casper,ok,PASS,431574441
1995,Clueless,ok,PASS,86526587
1995,Congo,nowomen,FAIL,232408620
1995,Copycat,dubious,FAIL,49000312
1995,Die Hard: With a Vengeance,notalk,FAIL,557210677
1995,Four rooms,notalk,FAIL,6575280
1995,Home for the holidays,ok,PASS,33815484
1995,Jumanji,ok,PASS,401699506
1995,Mallrats,notalk,FAIL,3223228
1995,Mortal Kombat,notalk,FAIL,186714768
1995,Outbreak,ok,PASS,103687285
1995,Pocahontas,ok,PASS,530639350
1995,Pride and Prejudice,ok,PASS,184857731
1995,Sabrina,ok,PASS,133156691
1995,Safe,ok,PASS,63437029
1995,Se7en,notalk,FAIL,501631742
1995,Sense and Sensibility,ok,PASS,206375709
1995,Showgirls,ok,PASS,57712577
1995,Species,dubious,FAIL,173293953
1995,Tank Girl,ok,PASS,6213469
1995,The American President,ok,PASS,164837302
1995,The Bridges of Madison County,ok,PASS,268326198
1995,The Incredibly True Adventures of Two Girls in Love,ok,PASS,3787024
1995,The Net,ok,PASS,168963355
1995,The Quick and the Dead,notalk,FAIL,28362620
1995,The Usual Suspects,notalk,FAIL,52665468
1995,Toy Story,notalk,FAIL,557286202
1995,Twelve Monkeys,notalk,FAIL,258121354
1995,Waterworld,nowomen,FAIL,403974193
1995,Welcome to the Dollhouse,ok,PASS,7697090
1994,Ace Ventura: Pet Detective,men,FAIL,168509796
1994,Beverly Hills Cop III,nowomen,FAIL,187312473
1994,Clerks.,notalk,FAIL,6120440
1994,Crooklyn,ok,PASS,20469628
1994,Dumb &amp; Dumber,men,FAIL,387258182
1994,Ed Wood,ok,PASS,9160394
1994,Forrest Gump,notalk,FAIL,1067789822
1994,Legends of the Fall,ok,PASS,252256228
1994,Little Women,ok,PASS,78588426
1994,Naked Gun 33 1/3: The Final Insult,men,FAIL,80220683
1994,Police Academy: Mission to Moscow,notalk,FAIL,198418
1994,Priest,ok,PASS,132261912
1994,Pulp Fiction,ok,PASS,334652619
1994,Speed,ok,PASS,445095443
1994,Stargate,notalk,FAIL,308935323
1994,Street Fighter,ok,PASS,156259619
1994,The Client,ok,PASS,184851675
1994,The Hudsucker Proxy,notalk,FAIL,23477761
1994,The Lion King,notalk,FAIL,1497608078
1994,The Mask,notalk,FAIL,552628944
1994,The Santa Clause,notalk,FAIL,298301960
1994,The Shadow,nowomen,FAIL,50034889
1994,The Shawshank Redemption,nowomen,FAIL,44386120
1994,The Specialist,notalk,FAIL,90154744
1994,Timecop,notalk,FAIL,160394011
1994,True Lies,notalk,FAIL,574129115
1993,Cliffhanger,notalk,FAIL,411177020
1993,Cool Runnings,notalk,FAIL,250021852
1993,Dazed and Confused,ok,PASS,12820482
1993,Gettysburg,nowomen,FAIL,17304904
1993,Groundhog Day,men,FAIL,114334580
1993,Hocus Pocus,ok,PASS,63467174
1993,Jurassic Park,ok,PASS,1669905770
1993,Mrs. Doubtfire,ok,PASS,711555544
1993,Pieces of April,ok,PASS,5789647
1993,Schindler&#39;s List,ok,PASS,518188770
1993,Super Mario Bros.,dubious,FAIL,33611556
1993,The Age of Innocence,ok,PASS,51622860
1993,The Fugitive,men,FAIL,570351412
1993,The Princess and the Cobbler,nowomen,FAIL,1079180
1993,The Remains of the Day,nowomen,FAIL,103124758
1993,Tombstone,ok,PASS,91112095
1992,A Few Good Men,notalk,FAIL,392672121
1992,A League of Their Own,ok,PASS,219896498
1992,Aladdin,nowomen,FAIL,836898388
1992,Alien 3,nowomen,FAIL,263165037
1992,Army of Darkness,men,FAIL,35702407
1992,Batman Returns,nowomen,FAIL,443020974
1992,Buffy the Vampire Slayer,ok,PASS,23629512
1992,Death Becomes Her,ok,PASS,247429345
1992,El Mariachi,nowomen,FAIL,3390310
1992,Glengarry Glen Ross,nowomen,FAIL,17807603
1992,Hero,notalk,FAIL,110889898
1992,Home Alone 2: Lost in New York,notalk,FAIL,596056107
1992,Malcolm X,dubious,FAIL,79978777
1992,My Cousin Vinny,notalk,FAIL,87880798
1992,Reservoir Dogs,nowomen,FAIL,4702152
1992,The Crying Game,men,FAIL,103849232
1992,The Mighty Ducks,notalk,FAIL,84266502
1992,The Muppet Christmas Carol,notalk,FAIL,45296775
1992,The Player,ok,PASS,47945352
1992,Wayne&#39;s World,notalk,FAIL,304005134
1991,Beauty and the Beast,ok,PASS,772310338
1991,Bill &amp; Ted&#39;s Bogus Journey,notalk,FAIL,64220970
1991,Hook,men,FAIL,514714575
1991,Hudson Hawk,ok,PASS,29458817
1991,Robin Hood: Prince of Thieves,dubious,FAIL,668083163
1991,Slacker,ok,PASS,2100070
1991,Star Trek VI: The Undiscovered Country,men,FAIL,165780431
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,ok,PASS,134569251
1991,Terminator 2: Judgement Day,dubious,FAIL,884189932
1991,The Addams Family,ok,PASS,327629772
1991,The Naked Gun 2 1/2: The Smell of Fear,notalk,FAIL,148724056
1991,The Silence of the Lambs,ok,PASS,471724395
1991,White Fang,notalk,FAIL,59415931
1990,Back to the Future Part III,notalk,FAIL,434511105
1990,Child&#39;s Play 2,ok,PASS,60918157
1990,Dark Angel (I Come in Peace),nowomen,FAIL,7796169
1990,Die Hard 2,dubious,FAIL,427582507
1990,Edward Scissorhands,ok,PASS,96239640
1990,Flatliners,ok,PASS,109310929
1990,Ghost,men,FAIL,922868068
1990,Goodfellas,men,FAIL,83343062
1990,Home Alone,men,FAIL,849917050
1990,Nikita,ok,PASS,8946919
1990,Predator 2,men,FAIL,97650742
1990,Pretty Woman,ok,PASS,771396947
1990,The Hunt for Red October,notalk,FAIL,357486568
1990,Total Recall,notalk,FAIL,354127435
1990,Tremors,ok,PASS,29717001
1989,Back to the Future Part II,ok,PASS,624023495
1989,Batman,notalk,FAIL,773166847
1989,Bill &amp; Ted&#39;s Excellent Adventure,men,FAIL,76095227
1989,Dead Poets Society,notalk,FAIL,450161527
1989,Henry V,ok,PASS,19098688
1989,Indiana Jones and the Last Crusade,nowomen,FAIL,891248035
1989,Licence to Kill,men,FAIL,293529779
1989,Major League,notalk,FAIL,93590469
1989,Road House,notalk,FAIL,56481697
1989,"Sex, Lies, and Videotape",men,FAIL,69059227
1989,Star Trek V: The Final Frontier,notalk,FAIL,131947137
1989,The Abyss,ok,PASS,101954772
1989,Troop Beverly Hills,ok,PASS,13515193
1989,UHF,notalk,FAIL,11572924
1988,Action Jackson,notalk,FAIL,39899139
1988,Akira,notalk,FAIL,38576
1988,Beetle Juice,ok,PASS,144427648
1988,Bloodsport,notalk,FAIL,23253887
1988,Child&#39;s Play,ok,PASS,87051866
1988,Dangerous Liaisons,ok,PASS,68346751
1988,Die Hard,ok,PASS,273996307
1988,Midnight Run,men,FAIL,160749995
1988,My Stepmother Is an Alien,ok,PASS,27287490
1988,Mystic Pizza,ok,PASS,25198114
1988,Poltergeist III,ok,PASS,27799598
1988,Rain Man,notalk,FAIL,813070285
1988,Scrooged,ok,PASS,118825964
1988,The Land Before Time,ok,PASS,161457571
1988,The Last Temptation of Christ,men,FAIL,16493007
1988,They Live,nowomen,FAIL,25605411
1988,Twins,men,FAIL,426625542
1988,Who Framed Roger Rabbit,notalk,FAIL,692330924
1988,Young Guns,notalk,FAIL,88095701
1987,Beverly Hills Cop II,notalk,FAIL,567273267
1987,Evil Dead II,dubious,FAIL,12144594
1987,Fatal Attraction,dubious,FAIL,656332204
1987,"Good Morning, Vietnam",notalk,FAIL,254090104
1987,Hellraiser,ok,PASS,29861988
1987,Lethal Weapon,notalk,FAIL,246442080
1987,Predator,nowomen,FAIL,201487544
1987,Radio Days,notalk,FAIL,30331075
1987,RoboCop,notalk,FAIL,454321579
1987,Spaceballs,dubious,FAIL,78160088
1987,Superman IV: The Quest for Peace,ok,PASS,23021501
1987,The Last Emperor,dubious,FAIL,90184679
1987,The Lost Boys,notalk,FAIL,66069067
1987,The Princess Bride,men,FAIL,63269112
1986,Aliens,ok,PASS,389321020
1986,Crocodile Dundee,dubious,FAIL,696594829
1986,Highlander,ok,PASS,27396565
1986,Howard The Duck,dubious,FAIL,34608390
1986,Little Shop of Horrors,notalk,FAIL,82290329
1986,Peggy Sue Got Married,ok,PASS,87887418
1986,Platoon,nowomen,FAIL,293001649
1986,Stand By Me,nowomen,FAIL,111046165
1986,The Clan of the Cave Bear,ok,PASS,4149267
1986,Top Gun,men,FAIL,757760530
1985,Back to the Future,notalk,FAIL,831110482
1985,Brazil,ok,PASS,21497131
1985,Commando,notalk,FAIL,75937118
1985,Day of the Dead,nowomen,FAIL,0
1985,Ladyhawke,nowomen,FAIL,39837026
1985,Legend,dubious,FAIL,33562937
1985,My Beautiful Laundrette,men,FAIL,0
1985,Red Sonja,ok,PASS,14951574
1985,Return to Oz,ok,PASS,22990322
1985,The Color Purple,ok,PASS,202626921
1984,A nightmare on Elm Street,men,FAIL,263884353
1984,Amadeus,ok,PASS,116494634
1984,Beverly Hills Cop,nowomen,FAIL,708968739
1984,Body Double,men,FAIL,19729056
1984,Conan the Destroyer,dubious,FAIL,59174122
1984,Dune,dubious,FAIL,61521969
1984,Friday the 13th Part IV: The Final Chapter,ok,PASS,73924796
1984,Ghostbusters,notalk,FAIL,653677077
1984,Gremlins,notalk,FAIL,332111304
1984,Indiana Jones and the Temple of Doom,nowomen,FAIL,746580777
1984,Police Academy,dubious,FAIL,182002774
1984,Repo Man,men,FAIL,5155321
1984,Splash,notalk,FAIL,140313263
1984,Star Trek III: The Search for Spock,notalk,FAIL,195005629
1984,The Karate Kid,ok,PASS,804883755
1984,The Terminator,men,FAIL,174875289
1983,Flashdance,ok,PASS,471294841
1983,Star Wars: Episode VI - Return of the Jedi,nowomen,FAIL,1339748672
1983,Superman III,ok,PASS,140245796
1983,Videodrome,men,FAIL,4960460
1983,WarGames,notalk,FAIL,174127177
1982,Blade Runner,notalk,FAIL,79974780
1982,Cat People,ok,PASS,50678628
1982,Conan the Barbarian,notalk,FAIL,190923490
1982,Diner,notalk,FAIL,30390060
1982,E.T.: The Extra-Terrestrial,dubious,FAIL,1913637848
1982,Fast Times at Ridgemont High,men,FAIL,65382380
1982,First Blood,nowomen,FAIL,302172295
1982,Friday the 13th Part III,dubious,FAIL,88542965
1982,Poltergeist,ok,PASS,293709241
1982,Porky&#39;s,men,FAIL,264234708
1982,Star Trek: The Wrath of Khan,dubious,FAIL,233604343
1982,The Best Little Whorehouse in Texas,ok,PASS,168208730
1982,Tootsie,notalk,FAIL,427631090
1982,TRON,nowomen,FAIL,64961738
1981,Das Boot,nowomen,FAIL,217684336
1981,Escape from New York,nowomen,FAIL,64674049
1981,Friday the 13th Part 2,notalk,FAIL,55651281
1981,Halloween II,ok,PASS,65414737
1981,Heavy Metal,notalk,FAIL,50138908
1981,History of the World: Part I,notalk,FAIL,81140060
1981,Raiders of the Lost Ark,nowomen,FAIL,998945973
1981,The Evil Dead,notalk,FAIL,75319455
1981,Time Bandits,notalk,FAIL,95814545
1980,Airplane!,dubious,FAIL,235987236
1980,Can&#39;t Stop the Music,ok,PASS,5655536
1980,Fame,ok,PASS,220444178
1980,Flash Gordon,dubious,FAIL,76655018
1980,Friday the 13th,men,FAIL,259308493
1980,Heaven&#39;s Gate,nowomen,FAIL,9852879
1980,Private Benjamin,ok,PASS,197512086
1980,Raging Bull,notalk,FAIL,66113787
1980,Somewhere in Time,men,FAIL,27456486
1980,Star Wars: Episode V - The Empire Strikes Back,nowomen,FAIL,1510514303
1980,Superman II,dubious,FAIL,305924063
1980,The Blues Brothers,notalk,FAIL,161832844
1980,The Fog,ok,PASS,104764631
1980,The Shining,men,FAIL,124470916
1979,Alien,ok,PASS,653566146
1979,Apocalypse Now,nowomen,FAIL,252913878
1979,Moonraker,notalk,FAIL,674971936
1979,Star Trek: The Motion Picture,notalk,FAIL,446129810
1979,The Amityville Horror,ok,PASS,350406635
1978,Animal House,men,FAIL,505611968
1978,Dawn of the Dead,nowomen,FAIL,369399800
1978,Days of Heaven,ok,PASS,13071926
1978,Grease,ok,PASS,1383697739
1978,Halloween,dubious,FAIL,276781136
1978,I Spit on Your Grave,nowomen,FAIL,4565044
1978,Superman,notalk,FAIL,1071925937
1978,The Deer Hunter,notalk,FAIL,178535299
1977,A Bridge Too Far,notalk,FAIL,195231833
1977,Annie Hall,ok,PASS,147005823
1977,Close Encounters of the Third Kind,notalk,FAIL,1297830510
1977,Eraserhead,nowomen,FAIL,26902024
1977,High Anxiety,notalk,FAIL,119379800
1977,Julia,ok,PASS,5246310
1977,Star Wars,notalk,FAIL,3066446442
1976,Assault on Precinct 13,notalk,FAIL,147473116
1976,Family Plot,ok,PASS,54012120
1976,Logan&#39;s Run,men,FAIL,102295681
1976,Network,ok,PASS,96934884
1976,Rocky,notalk,FAIL,920661128
1976,Silent Movie,notalk,FAIL,147901939
1976,Sparkle,ok,PASS,100905781
1976,Taxi Driver,notalk,FAIL,115645570
1975,Barry Lyndon,notalk,FAIL,86562007
1975,Jaws,notalk,FAIL,2037236823
1975,Monty Python and the Holy Grail,men,FAIL,21765791
1975,One Flew Over the Cuckoo&#39;s Nest,men,FAIL,471681892
1975,The Rocky Horror Picture Show,dubious,FAIL,605399166
1974,Black Christmas,ok,PASS,76693179
1974,Blazing Saddles,notalk,FAIL,564485269
1974,The Conversation,notalk,FAIL,20878869
1974,The Godfather: Part II,ok,PASS,270669505
1974,The Texas Chain Saw Massacre,notalk,FAIL,125520924
1974,The Towering Inferno,notalk,FAIL,125520924
